relation_token_span_ids	ent1_ent2_start	ent1	ent2	label	label_id	ent1_type	ent2_type	ent1_id	ent2_id	ent1_cui	ent2_cui	doc_id	text
	(0, 18)	Scleroderma-like reaction	UFT	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	242	 [s1]Scleroderma-like reaction[e1] induced by uracil-tegafur  [s2]UFT[e2] , a second-generation anticancer agent.
	(0, 11)	Scleroderma-like reaction	uracil-tegafur	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	243	 [s1]Scleroderma-like reaction[e1] induced by [s2]uracil-tegafur[e2] (UFT), a second-generation anticancer agent.
	(6, 19)	UFT-induced scleroderma-like reaction	UFT	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	244	This is the first report of [s1]UFT-induced scleroderma-like reaction[e1]  [s2]UFT[e2] induced scleroderma-like reaction.
	(6, 22)	scleroderma-like reaction	UFT	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	245	We report a case of a [s1]scleroderma-like reaction[e1] induced by long-term administration of [s2]UFT[e2] 
	(0, 9)	Central nervous system manifestations	ibuprofen	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	246	 [s1]Central nervous system manifestations[e1] of an [s2]ibuprofen[e2] overdose reversed by naloxone.
	(0, 14)	Ibuprofen	dizziness	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	247	 [s1]Ibuprofen[e1] overdose is usually characterized by GI upset, [s2]dizziness[e2]  and mild sedation.
	(0, 11)	Ibuprofen	GI upset	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	248	 [s1]Ibuprofen[e1] overdose is usually characterized by [s2]GI upset[e2]  dizziness, and mild sedation.
	(0, 18)	Ibuprofen	mild sedation	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	249	 [s1]Ibuprofen[e1] overdose is usually characterized by GI upset, dizziness, and [s2]mild sedation[e2] 
	(5, 14)	ibuprofen intoxication	ibuprofen	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	250	Presently, treatment of acute [s1]ibuprofen intoxication[e1]  [s2]ibuprofen[e2] intoxication with complications requires supportive therapy until the symptoms resolve over 24 to 48 hours.
	(15, 26)	depressed level of consciousness	ibuprofen	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	251	We report the case of an 11-month-old female infant with a [s1]depressed level of consciousness[e1] after ingestion of [s2]ibuprofen[e2] whose mental status markedly improved with administration of naloxone.
	(0, 13)	Flecainide	acute respiratory failure	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	252	 [s1]Flecainide[e1] associated pneumonitis with [s2]acute respiratory failure[e2] in a patient with the LEOPARD syndrome.
	(0, 7)	Flecainide	pneumonitis	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	253	 [s1]Flecainide[e1] associated [s2]pneumonitis[e2] with acute respiratory failure in a patient with the LEOPARD syndrome.
	(0, 11)	Flecainide	hypersensitivity pneumonitis	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	254	 [s1]Flecainide[e1] is a rare cause of [s2]hypersensitivity pneumonitis[e2]  and few cases have been reported.
	(5, 24)	interstitial hypoxaemiant pneumonitis	flecainide	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	255	We describe a case of [s1]interstitial hypoxaemiant pneumonitis[e1] probably related to [s2]flecainide[e2] in a patient with the LEOPARD syndrome, a rare congenital disorder.
	(0, 19)	Sagittal sinus thrombosis	L-asparaginase	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	256	 [s1]Sagittal sinus thrombosis[e1] associated with transient free protein S deficiency after [s2]L-asparaginase[e2] treatment: case report and review of the literature.
	(11, 19)	transient free protein S deficiency	L-asparaginase	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	257	Sagittal sinus thrombosis associated with [s1]transient free protein S deficiency[e1] after [s2]L-asparaginase[e2] treatment: case report and review of the literature.
	(28, 35)	seizure	L-asparaginase	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	258	We report the case of an adult patient with acute lymphoblastic leukemia who presented with repeated transient ischemic attacks followed by a [s1]seizure[e1] during consolidation treatment with [s2]L-asparaginase[e2] 
	(20, 35)	transient ischemic attacks	L-asparaginase	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	259	We report the case of an adult patient with acute lymphoblastic leukemia who presented with repeated [s1]transient ischemic attacks[e1] followed by a seizure during consolidation treatment with [s2]L-asparaginase[e2] 
	(7, 22)	benign intracranial hypertension	minocycline	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	260	We report on a young adolescent with [s1]benign intracranial hypertension[e1] which we attribute to the use of [s2]minocycline[e2] for acne.
	(6, 15)	polyarteritis nodosa	vaccination against hepatitis B	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	261	We report 2 patients who developed [s1]polyarteritis nodosa[e1] following [s2]vaccination against hepatitis B[e2] 
	(23, 37)	methotrexate	lung cancer	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	262	In this case, it was suspected that a combination of cigarette smoking, pulmonary fibrosis, and low-dose [s1]methotrexate[e1] therapy might have promoted the development of [s2]lung cancer[e2] 
	(39, 43)	cocaine	refractory coronary vasospasm	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	263	This case report illustrates the use of continuous high-dose intracoronary nitroglycerin infusion through a 6 French coronary guiding catheter in the treatment of a patient with [s1]cocaine[e1] induced [s2]refractory coronary vasospasm[e2] 
	(16, 23)	troglitazone	liver injury	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	264	However, as illustrated by these and other cases reported to date, the onset of [s1]troglitazone[e1] induced [s2]liver injury[e2] is insidious and temporally variable.
	(7, 17)	hepatotoxicity	troglitazone	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	265	It remains to be seen whether the [s1]hepatotoxicity[e1] associated with [s2]troglitazone[e2] is a drug-class effect or specific to troglitazone.
	(7, 17)	hepatotoxicity	troglitazone	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	266	It remains to be seen whether the [s1]hepatotoxicity[e1] associated with [s2]troglitazone[e2] is a drug-class effect or specific to troglitazone.
	(21, 29)	troglitazone	hepatotoxicity	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	267	Other thiazolidinediones currently in clinical trials may be able to provide the therapeutic benefits of [s1]troglitazone[e1] without significant [s2]hepatotoxicity[e2] 
	(6, 27)	troglitazone	irreversible liver injury	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	268	The three reported cases demonstrate that [s1]troglitazone[e1] is an idiosyncratic hepatotoxin that can lead to [s2]irreversible liver injury[e2] 
	(0, 7)	Troglitazone	fulminant hepatic failure	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	269	 [s1]Troglitazone[e1] induced [s2]fulminant hepatic failure[e2] 
	(0, 8)	Nitrofurantoin	lung disease	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	270	 [s1]Nitrofurantoin[e1] induced [s2]lung disease[e2]  two cases demonstrating resolution of apparently irreversible CT abnormalities.
	(5, 30)	nitrofurantoin	distortion of the lung parenchyma	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	271	We present two cases of [s1]nitrofurantoin[e1] induced pulmonary toxicity in which the initial HRCT showed a widespread reticular pattern and associated [s2]distortion of the lung parenchyma[e2]  thought to represent established fibrosis.
	(5, 43)	nitrofurantoin	fibrosis	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	272	We present two cases of [s1]nitrofurantoin[e1] induced pulmonary toxicity in which the initial HRCT showed a widespread reticular pattern and associated distortion of the lung parenchyma, thought to represent established [s2]fibrosis[e2] 
	(5, 13)	nitrofurantoin	pulmonary toxicity	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	273	We present two cases of [s1]nitrofurantoin[e1] induced [s2]pulmonary toxicity[e2] in which the initial HRCT showed a widespread reticular pattern and associated distortion of the lung parenchyma, thought to represent established fibrosis.
	(5, 23)	nitrofurantoin	widespread reticular pattern	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	274	We present two cases of [s1]nitrofurantoin[e1] induced pulmonary toxicity in which the initial HRCT showed a [s2]widespread reticular pattern[e2] and associated distortion of the lung parenchyma, thought to represent established fibrosis.
	(0, 7)	Fluoxetine	death	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	275	 [s1]Fluoxetine[e1] related [s2]death[e2] in a child with cytochrome P-450 2D6 genetic deficiency.
	(7, 12)	death	fluoxetine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	276	The medical examiner's report indicated [s1]death[e1] caused by [s2]fluoxetine[e2] toxicity.
	(10, 17)	fluoxetine toxicity	fluoxetine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	277	The medical examiner's report indicated death caused by [s1]fluoxetine toxicity[e1]  [s2]fluoxetine[e2] toxicity.
	(7, 14)	fluoxetine	death	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	278	This is the first report of a [s1]fluoxetine[e1] related [s2]death[e2] in a child with a confirmed genetic polymorphism of the CYP2D6 gene that results in impaired drug metabolism.
	(28, 38)	spinal cord lesion	zolmitriptan	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	279	A 50-year-old woman with a history of migraine without aura, predominantly occurring around her menstrual periods, developed a [s1]spinal cord lesion[e1] following the use of [s2]zolmitriptan[e2] 
	(0, 10)	Spinal cord infarction	zolmitriptan	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	280	 [s1]Spinal cord infarction[e1] during use of [s2]zolmitriptan[e2]  a case report.
	(6, 20)	spinal cord infarction	zolmitriptan	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	281	The temporal relationship suggests that the [s1]spinal cord infarction[e1] may be related to the use of [s2]zolmitriptan[e2] 
	(19, 27)	hypersensitivity	carboplatin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	282	CASE SUMMARY: A 10-year-old white girl with bilateral optic glioma developed a [s1]hypersensitivity[e1] reaction to [s2]carboplatin[e2] after nine courses.
	(11, 19)	hypersensitivity	carboplatin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	283	This regimen could prove useful for other patients who develop [s1]hypersensitivity[e1] reactions to [s2]carboplatin[e2] and allow therapy to continue.
	(9, 19)	renal insufficiency	nimesulide	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	284	Perinatal vasoconstrictive [s1]renal insufficiency[e1] associated with maternal [s2]nimesulide[e2] use.
	(7, 21)	adverse effect of fetal renal circulation	nimesulide	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	285	This is the first report of an [s1]adverse effect of fetal renal circulation[e1] by maternal ingestion of [s2]nimesulide[e2] 
	(2, 11)	t-AML	etoposide	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	286	Although the [s1]t-AML[e1] developed following oral [s2]etoposide[e2] therapy, the child had previously received high-dose, multiagent chemotherapy, and rearrangement of the MLL gene was not demonstrated.
	(0, 16)	Secondary leukemia	etoposide	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	287	 [s1]Secondary leukemia[e1] in a child with neuroblastoma while on oral [s2]etoposide[e2]  what is the cause?
	(6, 31)	t-AML	etoposide	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	288	The authors present a case of [s1]t-AML[e1] that developed in a child with metastatic neuroblastoma 18 months after he received oral [s2]etoposide[e2]  given for palliation purpose.
	(2, 24)	Cyanamide	hepatic lesion with ground-glass inclusion bodies	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	289	BACKGROUND: [s1]Cyanamide[e1]  an aversive agent widely used in Japan, is known to induce various degrees of [s2]hepatic lesion with ground-glass inclusion bodies[e2] 
	(17, 29)	cyanamide	general fatigue	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	290	Case 2: A 43-year-old male alcoholic remained completely abstinent with [s1]cyanamide[e1] treatment for 5 years and complained of [s2]general fatigue[e2] 
	(14, 31)	fatigue	cyanamide	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	291	Case 3: A 29-year-old female alcoholic complained of general [s1]fatigue[e1] and a slight fever after 1.5 years of abstinence with [s2]cyanamide[e2] treatment.
	(18, 31)	fever	cyanamide	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	292	Case 3: A 29-year-old female alcoholic complained of general fatigue and a slight [s1]fever[e1] after 1.5 years of abstinence with [s2]cyanamide[e2] treatment.
	(19, 29)	cyanamide	elevation of serum transaminases	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	293	Case 4: A 61-year-old male alcoholic who remained completely abstinent while taking [s1]cyanamide[e1] for 3 years showed slight [s2]elevation of serum transaminases[e2] 
	(9, 33)	cyanamide	ground-glass hepatocytes	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	294	CONCLUSION: In some abstainers who take [s1]cyanamide[e1] for several years, thin septum-like liver fibrosis progresses along with the emergence of [s2]ground-glass hepatocytes[e2] 
	(9, 19)	cyanamide	septum-like liver fibrosis	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	295	CONCLUSION: In some abstainers who take [s1]cyanamide[e1] for several years, thin [s2]septum-like liver fibrosis[e2] progresses along with the emergence of ground-glass hepatocytes.
	(0, 6)	Cyanamide	liver dysfunction	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	296	 [s1]Cyanamide[e1] induced [s2]liver dysfunction[e2] after abstinence in alcoholics: a long-term follow-up study on four cases.
	(1, 17)	cyanamide	inflammation	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	297	When [s1]cyanamide[e1] treated alcoholics relapse into drinking, more severe [s2]inflammation[e2] develops in the liver.
	(14, 23)	tacrolimus	sudden cutaneous reaction	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	298	A patient with an allergy to a macrolide antibiotic was given [s1]tacrolimus[e1] and developed a [s2]sudden cutaneous reaction[e2] 
	(17, 35)	nonconvulsive status epilepticus	morphine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	299	A 77-year-old woman with no history of epilepsy presented a probable [s1]nonconvulsive status epilepticus[e1] while receiving continuous intravenous [s2]morphine[e2] for back pain relating to vertebral metastasis of a malignant lymphoma.
	(1, 20)	generalized tonic-clonic seizure	naloxone	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	300	A [s1]generalized tonic-clonic seizure[e1] occurred a few minutes after injection of the morphine antagonist [s2]naloxone[e2] 
	(0, 15)	Nonconvulsive status epilepticus	morphine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	301	 [s1]Nonconvulsive status epilepticus[e1]  the role of [s2]morphine[e2] and its antagonist.
	(1, 13)	bacterial peritonitis	vasopressin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	302	Spontaneous [s1]bacterial peritonitis[e1] induced by intraarterial [s2]vasopressin[e2] therapy.
	(7, 60)	risperidone	EPS	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	303	Although the literature on the use of [s1]risperidone[e1] in elderly patients with dementia consists largely of uncontrolled trials, case reports, and chart reviews, it appears that this agent is effective for managing agitation in this population and does so with a low frequency of extrapyramidal symptoms  [s2]EPS[e2] .
	(7, 55)	risperidone	extrapyramidal symptoms	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	304	Although the literature on the use of [s1]risperidone[e1] in elderly patients with dementia consists largely of uncontrolled trials, case reports, and chart reviews, it appears that this agent is effective for managing agitation in this population and does so with a low frequency of [s2]extrapyramidal symptoms[e2] (EPS).
	(8, 31)	multiple abscesses	CHOP	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	305	Three months following splenectomy, [s1]multiple abscesses[e1] occurred in the muscles of both thighs while the patient was receiving the third course of the [s2]CHOP[e2] regimen.
	(16, 42)	ethambutol	anti-native DNA antibodies	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	306	After seven months' continuous treatment for suspected tuberculosis with rifampicin and [s1]ethambutol[e1] a nine-year-old boy developed polyarthritis, rash and hepatitis in association with [s2]anti-native DNA antibodies[e2] and positive antinuclear factor.
	(16, 38)	ethambutol	hepatitis	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	307	After seven months' continuous treatment for suspected tuberculosis with rifampicin and [s1]ethambutol[e1] a nine-year-old boy developed polyarthritis, rash and [s2]hepatitis[e2] in association with anti-native DNA antibodies and positive antinuclear factor.
	(16, 31)	ethambutol	polyarthritis	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	308	After seven months' continuous treatment for suspected tuberculosis with rifampicin and [s1]ethambutol[e1] a nine-year-old boy developed [s2]polyarthritis[e2]  rash and hepatitis in association with anti-native DNA antibodies and positive antinuclear factor.
	(16, 36)	ethambutol	rash	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	309	After seven months' continuous treatment for suspected tuberculosis with rifampicin and [s1]ethambutol[e1] a nine-year-old boy developed polyarthritis, [s2]rash[e2] and hepatitis in association with anti-native DNA antibodies and positive antinuclear factor.
	(7, 17)	anti-native DNA antibodies	ethambutol	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	310	Polyarthritis, hepatitis and [s1]anti-native DNA antibodies[e1] after treatment with [s2]ethambutol[e2] and rifampicin.
	(7, 23)	anti-native DNA antibodies	rifampicin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	311	Polyarthritis, hepatitis and [s1]anti-native DNA antibodies[e1] after treatment with ethambutol and [s2]rifampicin[e2] 
	(5, 17)	hepatitis	ethambutol	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	312	Polyarthritis, [s1]hepatitis[e1] and anti-native DNA antibodies after treatment with [s2]ethambutol[e2] and rifampicin.
	(5, 23)	hepatitis	rifampicin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	313	Polyarthritis, [s1]hepatitis[e1] and anti-native DNA antibodies after treatment with ethambutol and [s2]rifampicin[e2] 
	(0, 16)	Polyarthritis	ethambutol	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	314	 [s1]Polyarthritis[e1]  hepatitis and anti-native DNA antibodies after treatment with [s2]ethambutol[e2] and rifampicin.
	(0, 22)	Polyarthritis	rifampicin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	315	 [s1]Polyarthritis[e1]  hepatitis and anti-native DNA antibodies after treatment with ethambutol and [s2]rifampicin[e2] 
	(3, 19)	normotensive scleroderma renal crisis	methylprednisolone	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	316	A case of [s1]normotensive scleroderma renal crisis[e1] after high-dose [s2]methylprednisolone[e2] treatment.
	(0, 21)	HUS	mitomycin C	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	317	 [s1]HUS[e1] has been reported after several anticancer chemotherapies and most often after [s2]mitomycin C[e2] based chemotherapy regimens.
	(0, 20)	Severe hemolytic uremic syndrome	carboplatin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	318	 [s1]Severe hemolytic uremic syndrome[e1] in an advanced ovarian cancer patient treated with [s2]carboplatin[e2] and gemcitabine.
	(0, 25)	Severe hemolytic uremic syndrome	gemcitabine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	319	 [s1]Severe hemolytic uremic syndrome[e1] in an advanced ovarian cancer patient treated with carboplatin and [s2]gemcitabine[e2] 
	(5, 19)	HUS	carboplatin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	320	We present a case of [s1]HUS[e1] in an advanced ovarian cancer patient treated with [s2]carboplatin[e2] and gemcitabine, and described its favorable outcome after chemotherapy interruption and supportive care with a 1 year follow-up.
	(5, 24)	HUS	gemcitabine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	321	We present a case of [s1]HUS[e1] in an advanced ovarian cancer patient treated with carboplatin and [s2]gemcitabine[e2]  and described its favorable outcome after chemotherapy interruption and supportive care with a 1 year follow-up.
	(20, 34)	valproate	menstrual cycle disturbances	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	322	An evaluation of ovarian structure and function should be considered in women of reproductive age being treated with [s1]valproate[e1] for epilepsy, especially if they develop [s2]menstrual cycle disturbances[e2] during treatment.
	(23, 37)	hyperandrogenism	sodium valproate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	323	BACKGROUND: Reproductive endocrine disorders characterized by menstrual disorders, polycystic ovaries, and [s1]hyperandrogenism[e1] seem to be common among women treated with [s2]sodium valproate[e2] for epilepsy.
	(9, 36)	menstrual disorders	sodium valproate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	324	BACKGROUND: Reproductive endocrine disorders characterized by [s1]menstrual disorders[e1]  polycystic ovaries, and hyperandrogenism seem to be common among women treated with [s2]sodium valproate[e2] for epilepsy.
	(15, 36)	polycystic ovaries	sodium valproate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	325	BACKGROUND: Reproductive endocrine disorders characterized by menstrual disorders, [s1]polycystic ovaries[e1]  and hyperandrogenism seem to be common among women treated with [s2]sodium valproate[e2] for epilepsy.
	(2, 37)	Reproductive endocrine disorders	sodium valproate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	326	BACKGROUND: [s1]Reproductive endocrine disorders[e1] characterized by menstrual disorders, polycystic ovaries, and hyperandrogenism seem to be common among women treated with [s2]sodium valproate[e2] for epilepsy.
	(11, 22)	reproductive endocrine disorders	valproate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	327	CONCLUSIONS: The 3 cases presented here illustrate the development of [s1]reproductive endocrine disorders[e1] after the initiation of [s2]valproate[e2] therapy in women with epilepsy.
	(7, 13)	valproate	reproductive endocrine disorders	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	328	OBJECTIVE: To describe the development of [s1]valproate[e1] related [s2]reproductive endocrine disorders[e2] in women with epilepsy.
	(6, 16)	reproductive endocrine disorder	valproate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	329	PATIENTS: Three patients developed a [s1]reproductive endocrine disorder[e1] during treatment with [s2]valproate[e2] 
	(3, 19)	valproate	serum testosterone	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	330	RESULTS: Replacing [s1]valproate[e1] with lamotrigine resulted in a decrease in [s2]serum testosterone[e2] concentrations in all 3 women.
	(17, 36)	valproate	amenorrhea	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	331	The polycystic changes disappeared from the ovaries in 2 of the women after [s1]valproate[e1] therapy was discontinued, and the 2 women who had gained weight and developed [s2]amenorrhea[e2] while being treated with valproate lost weight and resumed menstruating after the change in medication.
	(17, 32)	valproate	gained weight	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	332	The polycystic changes disappeared from the ovaries in 2 of the women after [s1]valproate[e1] therapy was discontinued, and the 2 women who had [s2]gained weight[e2] and developed amenorrhea while being treated with valproate lost weight and resumed menstruating after the change in medication.
	(1, 19)	polycystic changes	valproate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	333	The [s1]polycystic changes[e1] disappeared from the ovaries in 2 of the women after [s2]valproate[e2] therapy was discontinued, and the 2 women who had gained weight and developed amenorrhea while being treated with valproate lost weight and resumed menstruating after the change in medication.
	(4, 17)	staphylococcus aureus sepsis	CyA	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	334	However, recurrent [s1]staphylococcus aureus sepsis[e1] developed during [s2]CyA[e2] therapy.
	(6, 13)	lethal	cyclosporine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	335	Recurrent septicemia with [s1]lethal[e1] outcome during and after [s2]cyclosporine[e2] therapy in severe ulcerative colitis.
	(2, 13)	septicemia	cyclosporine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	336	Recurrent [s1]septicemia[e1] with lethal outcome during and after [s2]cyclosporine[e2] therapy in severe ulcerative colitis.
	(12, 26)	proximal muscle weakness	colchicine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	337	A 60 year-old woman with chronic renal failure developed acute [s1]proximal muscle weakness[e1] after receiving a regular dosage of [s2]colchicine[e2] 
	(0, 6)	Colchicine	myopathy	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	338	 [s1]Colchicine[e1] induced [s2]myopathy[e2] in renal failure.
	(20, 26)	colchicine	myopathy	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	339	Muscle biopsy revealed variation in muscle fiber size and few vacuolated fibers which were features of [s1]colchicine[e1] induced [s2]myopathy[e2] 
	(11, 22)	vacuolated fibers	colchicine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	340	Muscle biopsy revealed variation in muscle fiber size and few [s1]vacuolated fibers[e1] which were features of [s2]colchicine[e2] induced myopathy.
	(4, 22)	variation in muscle fiber size	colchicine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	341	Muscle biopsy revealed [s1]variation in muscle fiber size[e1] and few vacuolated fibers which were features of [s2]colchicine[e2] induced myopathy.
	(4, 32)	disabling neurotoxicity	paclitaxel	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	342	A third patient experienced [s1]disabling neurotoxicity[e1] in the extremity of a prior ulnar nerve and tendon transposition after receiving [s2]paclitaxel[e2] 
	(7, 13)	paclitaxel	neurotoxicity	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	343	Phantom limb pain as a manifestation of [s1]paclitaxel[e1]  [s2]neurotoxicity[e2] 
	(0, 9)	Phantom limb pain	paclitaxel	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	344	 [s1]Phantom limb pain[e1] as a manifestation of [s2]paclitaxel[e2] neurotoxicity.
	(5, 14)	PLP	paclitaxel	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	345	Physicians should be aware that [s1]PLP[e1] can occur after initiation of [s2]paclitaxel[e2] 
	(10, 21)	phantom limb pain	paclitaxel	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	346	We describe 2 patients with prior amputation who experienced [s1]phantom limb pain[e1] (PLP) after receiving [s2]paclitaxel[e2] therapy.
	(13, 19)	PLP	paclitaxel	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	347	We describe 2 patients with prior amputation who experienced phantom limb pain  [s1]PLP[e1]  after receiving [s2]paclitaxel[e2] therapy.
	(7, 16)	phenylbutazone	serum sickness-like reactions	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	348	Skin manifestations of a case of [s1]phenylbutazone[e1] induced [s2]serum sickness-like reactions[e2] 
	(0, 9)	Skin manifestations	phenylbutazone	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	349	 [s1]Skin manifestations[e1] of a case of [s2]phenylbutazone[e2] induced serum sickness-like reactions.
	(12, 19)	atenolol toxicity	atenolol	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	350	Our experience supports hemodialysis for ESRF patients with [s1]atenolol toxicity[e1]  [s2]atenolol[e2] toxicity.
	(3, 13)	gemfibrozil	eosinophilic gastroenteritis	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	351	Allergic reaction to [s1]gemfibrozil[e1] manifesting as [s2]eosinophilic gastroenteritis[e2] 
	(5, 15)	EGE	gemfibrozil	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	352	We describe a case of [s1]EGE[e1] manifested as an allergy to [s2]gemfibrozil[e2] 
	(6, 21)	lactic acidosis	lamivudine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	353	This is the second report of [s1]lactic acidosis[e1] in a patient on stavudine and [s2]lamivudine[e2] 
